benchmark_family,instance_id,seed,N,solver,raw_objective,energy_total,is_feasible,runtime_sec,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
maxcut,maxcut_N150_seed1017,1017,150,sa,-526.2865203557706,-526.2865203557706,1,3.504,-28.958579129959578,29.951423894187496,535.6680633158828,77,0.5,5609,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1018,1018,150,sa,-471.6832713428802,-471.6832713428802,1,3.653,-24.724487160507977,27.865308939905702,1548.5586585430726,72,0.5,5581,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N150_seed1019,1019,150,sa,-432.8903768107821,-432.8903768107821,1,3.708,-26.662453865470322,28.56705682830627,628.2095720188235,69,0.5,5615,,,1.0,,,300000,300000,,,,,
maxcut,maxcut_N200_seed1000,1000,200,sa,-684.368473702154,-684.368473702154,1,5.738,-27.60180702272484,39.03871819716235,2282.2065801959125,97,0.5,9941,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1001,1001,200,sa,-721.653942113925,-721.653942113925,1,5.752,-30.539032090548826,29.92050308023404,580.6326914426978,99,0.5,9973,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1002,1002,200,sa,-687.9551075206733,-687.9551075206733,1,5.778,-31.43666663711718,31.266129956972758,148.58974390700922,96,0.5,10148,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1003,1003,200,sa,-670.5931053996076,-670.5931053996076,1,5.978,-28.89623866811574,29.790813683689574,777.0085295587904,94,0.5,9880,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1004,1004,200,sa,-704.4905012711155,-704.4905012711155,1,5.886,-28.1639444012167,32.163057505275745,636.4272720666963,98,0.5,9849,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1005,1005,200,sa,-725.5062040258241,-725.5062040258241,1,6.502,-31.766246843939633,31.299457614493516,1218.1206533481584,98,0.5,9893,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1006,1006,200,sa,-811.5311181060539,-811.5311181060539,1,6.192,-34.65050013611661,30.36958799464103,310.188910788827,107,0.5,9985,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1007,1007,200,sa,-671.1817833378474,-671.1817833378474,1,6.439,-27.896937684155404,33.64786637032154,3889.3302130898787,94,0.5,9909,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1008,1008,200,sa,-797.0533112939172,-797.0533112939172,1,5.782,-28.929819494112632,28.65569554367394,2186.0528707005833,103,0.5,9941,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1009,1009,200,sa,-789.2339176698016,-789.2339176698016,1,6.389,-37.71011758722422,33.10452866562404,402.6908952980828,106,0.5,10005,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1010,1010,200,sa,-819.1342922907875,-819.1342922907875,1,6.082,-38.07198379684985,32.608539413511984,1684.251669315795,110,0.5,10061,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1011,1011,200,sa,-747.0875950477382,-747.0875950477382,1,6.461,-31.777487685077062,30.137469565599698,5027.576293458113,102,0.5,10000,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1012,1012,200,sa,-743.3015715734389,-743.3015715734389,1,6.028,-34.009701225549435,34.20766469894569,6688.910412303087,103,0.5,9866,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1013,1013,200,sa,-739.8525227295136,-739.8525227295136,1,6.459,-32.79395020189134,34.45910299241111,9075.58565463555,97,0.5,9973,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1014,1014,200,sa,-722.3754150238735,-722.3754150238735,1,6.029,-30.245014740805562,29.86618816826239,1620.9790512014674,97,0.5,9964,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1015,1015,200,sa,-762.5303367405322,-762.5303367405322,1,6.233,-29.040662927817557,27.926724577100178,2285.688259577234,101,0.5,9879,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1016,1016,200,sa,-758.4673039490752,-758.4673039490752,1,5.788,-31.54109667806322,28.84630943160254,714.5484454881321,101,0.5,9873,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1017,1017,200,sa,-705.1864685217428,-705.1864685217428,1,6.153,-32.31430358079945,32.72128762887828,308.1768076133747,97,0.5,9964,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1018,1018,200,sa,-649.2061752892614,-649.2061752892614,1,5.922,-27.021514524208605,35.777817892096714,469.27836112345454,91,0.5,9904,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N200_seed1019,1019,200,sa,-679.6671054255384,-679.6671054255384,1,6.347,-30.75427395666089,33.05757463637197,1015.9530124507479,94,0.5,9955,,,1.0,,,400000,400000,,,,,
maxcut,maxcut_N300_seed1000,1000,300,sa,-1336.3438946753918,-1336.3438946753918,1,12.734,-43.53556294234947,40.76302050357194,1126.1810477253184,148,0.5,22451,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1001,1001,300,sa,-1388.3586766442784,-1388.3586766442784,1,13.044,-41.54697192847635,42.11108614645559,567.0476953857874,151,0.5,22534,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1002,1002,300,sa,-1413.0080130129563,-1413.0080130129563,1,13.225,-38.78635989404786,36.86563355953015,2814.465954740708,150,0.5,22624,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1003,1003,300,sa,-1272.5248323508401,-1272.5248323508401,1,13.026,-38.412757785876636,43.2553931745196,1089.2490322550698,142,0.5,22285,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1004,1004,300,sa,-1430.8914078904222,-1430.8914078904222,1,13.011,-39.21666226322155,39.79452507136021,342.95712544340387,152,0.5,22284,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1005,1005,300,sa,-1417.9035479410852,-1417.9035479410852,1,13.457,-36.212617911230595,36.09086207502888,664354.2136214729,155,0.5,22399,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1006,1006,300,sa,-1373.3499320568535,-1373.3499320568535,1,13.262,-36.798407437916765,42.58120938347079,860.0251956077798,153,0.5,22235,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1007,1007,300,sa,-1362.7659757283177,-1362.7659757283177,1,13.23,-39.014427810863914,38.39459054870775,347.93902964475444,148,0.5,22484,,,1.0,,,600000,600000,,,,,
