benchmark_family,instance_id,seed,N,sa_raw_objective,sa_echo_raw_objective,pair_complete,gap_echo_to_sa,echo_beats_sa,echo_ties_sa,echo_loses_sa,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
portfolio_card,portfolio_card_N100_seed1019,1019,100,-2170.757599862516,-2174.4515870995256,1,-3.6939872370094236,1,0,0,-289.08907102108367,671.7752211789195,2.3395171765768903,99,,,0.15,15,9.603620489606763,,,200000,80000,80000,0.4,240.09051224016943,6,1
portfolio_card,portfolio_card_N150_seed1000,1000,150,-4649.608002500987,-4654.7681561779855,1,-5.160153676998561,1,0,0,-422.4289224775196,1014.8638766938618,2.4127955222240365,149,,,0.15,22,9.578541656680985,,,300000,120000,120000,0.4,359.19531212553755,6,2
portfolio_card,portfolio_card_N150_seed1001,1001,150,-4619.2992539176375,-4623.755391044358,1,-4.456137126720023,1,0,0,-419.7082645645469,1008.406521276565,2.413434324910773,149,,,0.15,22,9.516841382624902,,,300000,120000,120000,0.4,356.8815518484346,6,2
portfolio_card,portfolio_card_N150_seed1002,1002,150,-4638.819264717526,-4643.886080408031,1,-5.066815690505791,1,0,0,-421.5674610802762,1012.8365012345512,2.412905045287208,149,,,0.15,22,9.558889417904696,,,300000,120000,120000,0.4,358.4583531714263,6,2
portfolio_card,portfolio_card_N150_seed1003,1003,150,-4667.692479902416,-4673.842842763528,1,-6.1503628611117165,1,0,0,-424.17659066438586,1019.0805783042036,2.412866276272749,149,,,0.15,22,9.618279929029203,,,300000,120000,120000,0.4,360.6854973385955,6,2
portfolio_card,portfolio_card_N150_seed1004,1004,150,-4634.388045302772,-4639.18753873373,1,-4.799493430958137,1,0,0,-421.01601256276285,1011.4283870570424,2.4133238432888797,149,,,0.15,22,9.54626817635086,,,300000,120000,120000,0.4,357.9850566131572,6,2
portfolio_card,portfolio_card_N150_seed1005,1005,150,-4609.338188407159,-4613.633601968311,1,-4.2954135611526,1,0,0,-418.6812170389968,1005.8078359453546,2.4141221970568885,149,,,0.15,22,9.493222575433034,,,300000,120000,120000,0.4,355.99584657874016,6,2
portfolio_card,portfolio_card_N150_seed1006,1006,150,-4668.036486633555,-4673.895569044989,1,-5.859082411434429,1,0,0,-424.19856879635887,1019.1335756385,2.4128095669980727,149,,,0.15,22,9.618557117741616,,,300000,120000,120000,0.4,360.6958919153105,6,2
portfolio_card,portfolio_card_N150_seed1007,1007,150,-4626.8291117190965,-4632.218151347806,1,-5.389039628709725,1,0,0,-420.3237405036381,1009.7211278512208,2.4126467898266086,149,,,0.15,22,9.530489060750778,,,300000,120000,120000,0.4,357.3933397781544,6,2
portfolio_card,portfolio_card_N150_seed1008,1008,150,-4723.518871960829,-4728.06198609459,1,-4.543114133761264,1,0,0,-429.15942503425657,1031.080309562075,2.41331479658639,149,,,0.15,22,9.73143291011016,,,300000,120000,120000,0.4,364.928734129131,6,2
portfolio_card,portfolio_card_N150_seed1009,1009,150,-4701.485754153701,-4705.552370427156,1,-4.066616273455111,1,0,0,-427.1070145615548,1026.095672804045,2.411978659473418,149,,,0.15,22,9.684738251046774,,,300000,120000,120000,0.4,363.17768441425466,6,2
portfolio_card,portfolio_card_N150_seed1010,1010,150,-4682.246600910792,-4687.892493368383,1,-5.6458924575908895,1,0,0,-425.3884235136768,1021.9215332980508,2.4124908068513315,149,,,0.15,22,9.645631324086963,,,300000,120000,120000,0.4,361.7111746532616,6,1
portfolio_card,portfolio_card_N150_seed1011,1011,150,-4755.80397059974,-4760.91427226519,1,-5.110301665450606,1,0,0,-432.13274192282114,1038.2196258867848,2.414320725556239,149,,,0.15,22,9.798786495388494,,,300000,120000,120000,0.4,367.4544935770688,6,2
portfolio_card,portfolio_card_N150_seed1012,1012,150,-4696.487719985918,-4701.402637640265,1,-4.914917654346937,1,0,0,-426.6738911210883,1025.0327572977576,2.411614759265912,149,,,0.15,22,9.674797362781192,,,300000,120000,120000,0.4,362.8049011042944,6,2
portfolio_card,portfolio_card_N150_seed1013,1013,150,-4622.837697193998,-4626.545655692966,1,-3.707958498967855,1,0,0,-419.942082970094,1008.8551270141512,2.4125545822739984,149,,,0.15,22,9.521902784925317,,,300000,120000,120000,0.4,357.07135443469963,6,2
portfolio_card,portfolio_card_N150_seed1014,1014,150,-4715.986287304552,-4721.716235850455,1,-5.729948545902516,1,0,0,-428.4425155221396,1029.298982379951,2.412559012890596,149,,,0.15,22,9.71492621856174,,,300000,120000,120000,0.4,364.30973319606574,6,1
portfolio_card,portfolio_card_N150_seed1015,1015,150,-4625.109722518663,-4630.528013383474,1,-5.418290864810842,1,0,0,-420.2178711545527,1009.5421724908348,2.412395492343528,149,,,0.15,22,9.528197471710314,,,300000,120000,120000,0.4,357.3074051891371,6,2
portfolio_card,portfolio_card_N150_seed1016,1016,150,-4738.428874722934,-4742.366494780656,1,-3.9376200577216878,1,0,0,-430.426366659442,1034.1216906557624,2.413229671404514,149,,,0.15,22,9.76005218059633,,,300000,120000,120000,0.4,366.0019567723628,6,1
portfolio_card,portfolio_card_N150_seed1017,1017,150,-4606.553497438977,-4611.572309042306,1,-5.0188116033295955,1,0,0,-418.4148787869714,1005.1495708468912,2.4127781846238894,149,,,0.15,22,9.487304885315304,,,300000,120000,120000,0.4,355.773933199324,6,2
portfolio_card,portfolio_card_N150_seed1018,1018,150,-4713.63033335572,-4718.799612010484,1,-5.169278654764639,1,0,0,-428.2276322417805,1028.7778667620455,2.413142890129049,149,,,0.15,22,9.71010104137808,,,300000,120000,120000,0.4,364.12878905167867,6,2
portfolio_card,portfolio_card_N150_seed1019,1019,150,-4654.745263575371,-4660.659156473699,1,-5.913892898328413,1,0,0,-422.9379222418602,1016.0561205519812,2.413534670879641,149,,,0.15,22,9.58992468049044,,,300000,120000,120000,0.4,359.6221755183924,6,2
portfolio_card,portfolio_card_N200_seed1000,1000,200,-8766.48628797035,-8773.483080155243,1,-6.996792184892911,1,0,0,-584.2399646490572,1360.4870394958716,2.33532471279232,199,,,0.15,30,9.721070914239975,,,400000,160000,160000,0.4,486.0535457119988,6,2
portfolio_card,portfolio_card_N200_seed1001,1001,200,-8591.01955748785,-8596.818884230088,1,-5.799326742237099,1,0,0,-572.5594621217168,1333.2884254446908,2.336425516426732,199,,,0.15,30,9.526492313501445,,,400000,160000,160000,0.4,476.3246156750744,6,2
portfolio_card,portfolio_card_N200_seed1002,1002,200,-8685.226418881843,-8693.173162767995,1,-7.946743886152035,1,0,0,-578.8853418293172,1348.0164710884574,2.3360621329411067,199,,,0.15,30,9.631782852576531,,,400000,160000,160000,0.4,481.5891426288281,6,2
portfolio_card,portfolio_card_N200_seed1003,1003,200,-8658.100342263158,-8664.806232365829,1,-6.70589010267031,1,0,0,-576.9661704501472,1343.526651345343,2.3355494036976063,199,,,0.15,30,9.59994762315394,,,400000,160000,160000,0.4,479.9973811576974,6,2
portfolio_card,portfolio_card_N200_seed1004,1004,200,-8732.995745323056,-8740.016012091586,1,-7.0202667685298366,1,0,0,-581.8764063797255,1354.9503544871895,2.335682131229447,199,,,0.15,30,9.681548047060838,,,400000,160000,160000,0.4,484.07740235304175,6,2
portfolio_card,portfolio_card_N200_seed1005,1005,200,-8786.265772557044,-8793.533304453864,1,-7.2675318968194915,1,0,0,-585.5007389945519,1363.426971502599,2.3361062453453005,199,,,0.15,30,9.742041142994934,,,400000,160000,160000,0.4,487.1020571497469,6,2
portfolio_card,portfolio_card_N200_seed1006,1006,200,-8799.620149591507,-8805.57930464562,1,-5.95915505411358,1,0,0,-586.455383422746,1365.658313979684,2.335596273042116,199,,,0.15,30,9.75782894735088,,,400000,160000,160000,0.4,487.8914473675439,6,2
